id,Source,Destination,Route,Distance_in_km
1807,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1808,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
1809,Kolkata,Banglore,CCU;BLR,"1,546.84"
1810,Delhi,Cochin,DEL;COK,"2,048.91"
1811,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1812,Delhi,Cochin,DEL;COK,"2,048.91"
1813,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1814,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1815,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1816,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
1817,Banglore,Delhi,BLR;DEL,"1,710.05"
1818,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1819,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1820,Banglore,Delhi,BLR;DEL,"1,710.05"
1821,Banglore,Delhi,BLR;DEL,"1,710.05"
1822,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1823,Mumbai,Hyderabad,BOM;JLR;HYD,"1,538.00"
1824,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1825,Mumbai,Hyderabad,BOM;JDH;DEL;HYD,"2,523.54"
1826,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1827,Banglore,New Delhi,BLR;DEL,"1,710.05"
1828,Delhi,Cochin,DEL;COK,"2,048.91"
1829,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
1830,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1831,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1832,Banglore,Delhi,BLR;DEL,"1,710.05"
1833,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
1834,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1835,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1836,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1837,Chennai,Kolkata,MAA;CCU,"1,385.71"
1838,Banglore,New Delhi,BLR;GOI;DEL,"1,987.18"
1839,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1840,Kolkata,Banglore,CCU;HYD;BLR,"1,668.83"
1841,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1842,Delhi,Cochin,DEL;COK,"2,048.91"
1843,Kolkata,Banglore,CCU;GAU;DEL;BLR,"3,663.88"
1844,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1845,Mumbai,Hyderabad,BOM;HYD,619.84
1846,Banglore,Delhi,BLR;DEL,"1,710.05"
1847,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
1848,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1849,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
1850,Banglore,Delhi,BLR;DEL,"1,710.05"
1851,Delhi,Cochin,DEL;CCU;BOM;COK,"4,041.99"
1852,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
1853,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1854,Mumbai,Hyderabad,BOM;HYD,619.84
1855,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1856,Mumbai,Hyderabad,BOM;HYD,619.84
1857,Banglore,Delhi,BLR;DEL,"1,710.05"
1858,Kolkata,Banglore,CCU;BLR,"1,546.84"
1859,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1860,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1861,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1862,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
1863,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
1864,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
1865,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
1866,Kolkata,Banglore,CCU;BLR,"1,546.84"
1867,Delhi,Cochin,DEL;CCU;BOM;COK,"4,041.99"
1868,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1869,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1870,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1871,Banglore,Delhi,BLR;DEL,"1,710.05"
1872,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1873,Banglore,Delhi,BLR;DEL,"1,710.05"
1874,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1875,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
1876,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1877,Kolkata,Banglore,CCU;BOM;GOI;BLR,"2,573.23"
1878,Mumbai,Hyderabad,BOM;HYD,619.84
1879,Kolkata,Banglore,CCU;BLR,"1,546.84"
1880,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
1881,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
1882,Kolkata,Banglore,CCU;BLR,"1,546.84"
1883,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
1884,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1885,Banglore,Delhi,BLR;DEL,"1,710.05"
1886,Delhi,Cochin,DEL;COK,"2,048.91"
1887,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1888,Banglore,New Delhi,BLR;DEL,"1,710.05"
1889,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1890,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1891,Delhi,Cochin,DEL;CCU;BOM;COK,"4,041.99"
1892,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
1893,Delhi,Cochin,DEL;IXU;BOM;COK,"2,325.77"
1894,Banglore,Delhi,BLR;DEL,"1,710.05"
1895,Kolkata,Banglore,CCU;IXR;DEL;BLR,"3,045.91"
1896,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1897,Kolkata,Banglore,CCU;BLR,"1,546.84"
1898,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1899,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
1900,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1901,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
1902,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
1903,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1904,Banglore,Delhi,BLR;DEL,"1,710.05"
1905,Banglore,Delhi,BLR;DEL,"1,710.05"
1906,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1907,Banglore,New Delhi,BLR;GOI;DEL,"1,987.18"
1908,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1909,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1910,Banglore,Delhi,BLR;DEL,"1,710.05"
1911,Chennai,Kolkata,MAA;CCU,"1,385.71"
1912,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1913,Delhi,Cochin,DEL;AMD;COK,"2,248.45"
1914,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1915,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1916,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1917,Banglore,Delhi,BLR;DEL,"1,710.05"
1918,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
1919,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
1920,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
1921,Banglore,Delhi,BLR;DEL,"1,710.05"
1922,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1923,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1924,Kolkata,Banglore,CCU;BLR,"1,546.84"
1925,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1926,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1927,Banglore,Delhi,BLR;DEL,"1,710.05"
1928,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1929,Kolkata,Banglore,CCU;BLR,"1,546.84"
1930,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1931,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
1932,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
1933,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1934,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1935,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1936,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
1937,Delhi,Cochin,DEL;IXC;BOM;COK,"2,647.25"
1938,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
1939,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
1940,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1941,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
1942,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1943,Mumbai,Hyderabad,BOM;HYD,619.84
1944,Banglore,Delhi,BLR;DEL,"1,710.05"
1945,Delhi,Cochin,DEL;LKO;BOM;COK,"2,670.87"
1946,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1947,Mumbai,Hyderabad,BOM;HYD,619.84
1948,Mumbai,Hyderabad,BOM;HYD,619.84
1949,Delhi,Cochin,DEL;IXU;BOM;COK,"2,325.77"
1950,Delhi,Cochin,DEL;PNQ;COK,"2,131.16"
1951,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1952,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
1953,Banglore,Delhi,BLR;DEL,"1,710.05"
1954,Kolkata,Banglore,CCU;DEL;COK;BLR,"3,728.85"
1955,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1956,Kolkata,Banglore,CCU;BLR,"1,546.84"
1957,Banglore,New Delhi,BLR;HYD;VGA;DEL,"2,129.57"
1958,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1959,Banglore,Delhi,BLR;DEL,"1,710.05"
1960,Banglore,New Delhi,BLR;DEL,"1,710.05"
1961,Banglore,Delhi,BLR;DEL,"1,710.05"
1962,Banglore,Delhi,BLR;DEL,"1,710.05"
1963,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1964,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1965,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1966,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
1967,Delhi,Cochin,DEL;PNQ;COK,"2,131.16"
1968,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
1969,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
1970,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
1971,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1972,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
1973,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
1974,Banglore,New Delhi,BLR;BOM;BHO;DEL,"2,079.32"
1975,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
1976,Kolkata,Banglore,CCU;BLR,"1,546.84"
1977,Chennai,Kolkata,MAA;CCU,"1,385.71"
1978,Kolkata,Banglore,CCU;KNU;BLR,"2,417.67"
1979,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
1980,Banglore,Delhi,BLR;DEL,"1,710.05"
1981,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
1982,Mumbai,Hyderabad,BOM;HYD,619.84
1983,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
1984,Banglore,Delhi,BLR;DEL,"1,710.05"
1985,Kolkata,Banglore,CCU;JAI;BOM;BLR,"3,102.21"
1986,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
1987,Chennai,Kolkata,MAA;CCU,"1,385.71"
1988,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
1989,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1990,Banglore,Delhi,BLR;DEL,"1,710.05"
1991,Mumbai,Hyderabad,BOM;HYD,619.84
1992,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1993,Mumbai,Hyderabad,BOM;HYD,619.84
1994,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1995,Mumbai,Hyderabad,BOM;HYD,619.84
1996,Banglore,Delhi,BLR;DEL,"1,710.05"
1997,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
1998,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
1999,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2000,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2001,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2002,Banglore,Delhi,BLR;DEL,"1,710.05"
2003,Banglore,New Delhi,BLR;DEL,"1,710.05"
2004,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2005,Banglore,New Delhi,BLR;MAA;DEL,"2,028.62"
2006,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2007,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2008,Banglore,Delhi,BLR;DEL,"1,710.05"
2009,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2010,Delhi,Cochin,DEL;AMD;COK,"2,248.45"
2011,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2012,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2013,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2014,Delhi,Cochin,DEL;MAA;BOM;COK,"3,858.08"
2015,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2016,Delhi,Cochin,DEL;COK,"2,048.91"
2017,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2018,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2019,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2020,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2021,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2022,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2023,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2024,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2025,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2026,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2027,Mumbai,Hyderabad,BOM;HYD,619.84
2028,Kolkata,Banglore,CCU;BOM;PNQ;BLR,"2,512.38"
2029,Kolkata,Banglore,CCU;GAU;DEL;BLR,"3,663.88"
2030,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
2031,Kolkata,Banglore,CCU;BLR,"1,546.84"
2032,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2033,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
2034,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2035,Delhi,Cochin,DEL;ATQ;BOM;COK,"2,894.29"
2036,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2037,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2038,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2039,Kolkata,Banglore,CCU;GAU;BLR,"2,537.70"
2040,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
2041,Delhi,Cochin,DEL;GOI;BOM;COK,"2,992.86"
2042,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2043,Chennai,Kolkata,MAA;CCU,"1,385.71"
2044,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2045,Banglore,New Delhi,BLR;DEL,"1,710.05"
2046,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
2047,Mumbai,Hyderabad,BOM;HYD,619.84
2048,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2049,Banglore,Delhi,BLR;DEL,"1,710.05"
2050,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2051,Kolkata,Banglore,CCU;BLR,"1,546.84"
2052,Banglore,Delhi,BLR;DEL,"1,710.05"
2053,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
2054,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2055,Mumbai,Hyderabad,BOM;HYD,619.84
2056,Banglore,New Delhi,BLR;BOM;BHO;DEL,"2,079.32"
2057,Mumbai,Hyderabad,BOM;HYD,619.84
2058,Kolkata,Banglore,CCU;GAU;BLR,"2,537.70"
2059,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2060,Kolkata,Banglore,CCU;IXR;BBI;BLR,"1,839.05"
2061,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2062,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2063,Delhi,Cochin,DEL;NAG;BOM;COK,"2,600.30"
2064,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2065,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2066,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2067,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2068,Mumbai,Hyderabad,BOM;HYD,619.84
2069,Banglore,Delhi,BLR;DEL,"1,710.05"
2070,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2071,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2072,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2073,Kolkata,Banglore,CCU;BLR,"1,546.84"
2074,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2075,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2076,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2077,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2078,Banglore,Delhi,BLR;DEL,"1,710.05"
2079,Banglore,Delhi,BLR;DEL,"1,710.05"
2080,Banglore,New Delhi,BLR;AMD;DEL,"1,978.41"
2081,Kolkata,Banglore,CCU;BOM;COK;BLR,"3,096.57"
2082,Delhi,Cochin,DEL;COK,"2,048.91"
2083,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2084,Mumbai,Hyderabad,BOM;HYD,619.84
2085,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2086,Banglore,New Delhi,BLR;DEL,"1,710.05"
2087,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2088,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2089,Mumbai,Hyderabad,BOM;HYD,619.84
2090,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2091,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2092,Delhi,Cochin,DEL;COK,"2,048.91"
2093,Delhi,Cochin,DEL;IDR;BOM;COK,"2,232.63"
2094,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
2095,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2096,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2097,Delhi,Cochin,DEL;GOI;BOM;COK,"2,992.86"
2098,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2099,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2100,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2101,Mumbai,Hyderabad,BOM;HYD,619.84
2102,Chennai,Kolkata,MAA;CCU,"1,385.71"
2103,Mumbai,Hyderabad,BOM;HYD,619.84
2104,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2105,Delhi,Cochin,DEL;COK,"2,048.91"
2106,Banglore,New Delhi,BLR;DEL,"1,710.05"
2107,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2108,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2109,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2110,Kolkata,Banglore,CCU;BLR,"1,546.84"
2111,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2112,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2113,Kolkata,Banglore,CCU;GAU;BLR,"2,537.70"
2114,Banglore,New Delhi,BLR;DEL,"1,710.05"
2115,Banglore,Delhi,BLR;DEL,"1,710.05"
2116,Banglore,New Delhi,BLR;DEL,"1,710.05"
2117,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2118,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2119,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
2120,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2121,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2122,Banglore,New Delhi,BLR;HYD;DEL,"1,723.47"
2123,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2124,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2125,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2126,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
2127,Delhi,Cochin,DEL;AMD;COK,"2,248.45"
2128,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2129,Banglore,Delhi,BLR;DEL,"1,710.05"
2130,Kolkata,Banglore,CCU;BLR,"1,546.84"
2131,Delhi,Cochin,DEL;COK,"2,048.91"
2132,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2133,Mumbai,Hyderabad,BOM;HYD,619.84
2134,Banglore,Delhi,BLR;DEL,"1,710.05"
2135,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
2136,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2137,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2138,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2139,Delhi,Cochin,DEL;CCU;BOM;COK,"4,041.99"
2140,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2141,Banglore,Delhi,BLR;DEL,"1,710.05"
2142,Mumbai,Hyderabad,BOM;HYD,619.84
2143,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
2144,Delhi,Cochin,DEL;LKO;BOM;COK,"2,670.87"
2145,Banglore,Delhi,BLR;DEL,"1,710.05"
2146,Mumbai,Hyderabad,BOM;HYD,619.84
2147,Banglore,New Delhi,BLR;DEL,"1,710.05"
2148,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2149,Delhi,Cochin,DEL;COK,"2,048.91"
2150,Banglore,Delhi,BLR;DEL,"1,710.05"
2151,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2152,Delhi,Cochin,DEL;PNQ;COK,"2,131.16"
2153,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2154,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2155,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
2156,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2157,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2158,Banglore,Delhi,BLR;DEL,"1,710.05"
2159,Mumbai,Hyderabad,BOM;HYD,619.84
2160,Banglore,Delhi,BLR;DEL,"1,710.05"
2161,Kolkata,Banglore,CCU;BLR,"1,546.84"
2162,Banglore,New Delhi,BLR;NAG;DEL,"1,743.17"
2163,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2164,Mumbai,Hyderabad,BOM;HYD,619.84
2165,Kolkata,Banglore,CCU;BBI;BOM;BLR,"2,577.74"
2166,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2167,Mumbai,Hyderabad,BOM;HYD,619.84
2168,Banglore,Delhi,BLR;DEL,"1,710.05"
2169,Banglore,Delhi,BLR;DEL,"1,710.05"
2170,Banglore,Delhi,BLR;DEL,"1,710.05"
2171,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2172,Kolkata,Banglore,CCU;BBI;BOM;BLR,"2,577.74"
2173,Delhi,Cochin,DEL;RPR;NAG;BOM;COK,"2,970.57"
2174,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2175,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
2176,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2177,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2178,Delhi,Cochin,DEL;COK,"2,048.91"
2179,Kolkata,Banglore,CCU;MAA;BLR,"1,653.46"
2180,Delhi,Cochin,DEL;AMD;BOM;COK,"2,264.49"
2181,Banglore,Delhi,BLR;DEL,"1,710.05"
2182,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
2183,Chennai,Kolkata,MAA;CCU,"1,385.71"
2184,Banglore,New Delhi,BLR;MAA;DEL,"2,028.62"
2185,Kolkata,Banglore,CCU;BLR,"1,546.84"
2186,Delhi,Cochin,DEL;PNQ;COK,"2,131.16"
2187,Delhi,Cochin,DEL;BLR;COK,"2,077.31"
2188,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2189,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2190,Kolkata,Banglore,CCU;BLR,"1,546.84"
2191,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2192,Delhi,Cochin,DEL;ATQ;BOM;COK,"2,894.29"
2193,Mumbai,Hyderabad,BOM;HYD,619.84
2194,Delhi,Cochin,DEL;CCU;BOM;COK,"4,041.99"
2195,Banglore,Delhi,BLR;DEL,"1,710.05"
2196,Kolkata,Banglore,CCU;HYD;BLR,"1,668.83"
2197,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2198,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2199,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2200,Mumbai,Hyderabad,BOM;HYD,619.84
2201,Mumbai,Hyderabad,BOM;HYD,619.84
2202,Banglore,Delhi,BLR;DEL,"1,710.05"
2203,Kolkata,Banglore,CCU;GAU;BLR,"2,537.70"
2204,Chennai,Kolkata,MAA;CCU,"1,385.71"
2205,Delhi,Cochin,DEL;HYD;COK,"2,085.26"
2206,Delhi,Cochin,DEL;PNQ;COK,"2,131.16"
2207,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2208,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2209,Mumbai,Hyderabad,BOM;HYD,619.84
2210,Delhi,Cochin,DEL;HYD;MAA;COK,"2,290.76"
2211,Banglore,Delhi,BLR;DEL,"1,710.05"
2212,Delhi,Cochin,DEL;JAI;BOM;COK,"2,206.84"
2213,Banglore,New Delhi,BLR;HYD;DEL,"1,723.47"
2214,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
2215,Banglore,Delhi,BLR;DEL,"1,710.05"
2216,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2217,Mumbai,Hyderabad,BOM;HYD,619.84
2218,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2219,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2220,Kolkata,Banglore,CCU;BOM;BLR,"2,499.66"
2221,Chennai,Kolkata,MAA;CCU,"1,385.71"
2222,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2223,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2224,Banglore,Delhi,BLR;DEL,"1,710.05"
2225,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2226,Banglore,Delhi,BLR;DEL,"1,710.05"
2227,Delhi,Cochin,DEL;MAA;COK,"2,278.53"
2228,Mumbai,Hyderabad,BOM;DEL;HYD,"2,389.32"
2229,Kolkata,Banglore,CCU;DEL;BLR,"3,022.73"
2230,Kolkata,Banglore,CCU;DEL;AMD;BLR,"3,291.09"
2231,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2232,Kolkata,Banglore,CCU;IXR;DEL;BLR,"3,045.91"
2233,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2234,Banglore,New Delhi,BLR;BOM;DEL,"1,972.40"
2235,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2236,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2237,Delhi,Cochin,DEL;BOM;COK,"2,202.04"
2238,Banglore,Delhi,BLR;DEL,"1,710.05"
2239,Banglore,New Delhi,BLR;BBI;DEL,"2,443.40"
