id,Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
1977,IndiGo,Chennai,Kolkata,15/06/2019,07:55,2h 20m,non-stop,No info,42.35
1978,SpiceJet,Kolkata,Banglore,9/06/2019,11:35,7h 15m,1 stop,No info,93.269
1979,Jet Airways,Kolkata,Banglore,24/05/2019,09:35,14h,1 stop,No info,155.661
1980,Air India,Banglore,Delhi,24/04/2019,06:10,2h 45m,non-stop,No info,57.508
1981,Vistara,Kolkata,Banglore,9/06/2019,07:10,25h 55m,1 stop,No info,103.367
1982,Jet Airways,Mumbai,Hyderabad,18/06/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
1983,Air India,Delhi,Cochin,1/06/2019,19:45,23h 30m,2 stops,No info,117.161
1984,Air Asia,Banglore,Delhi,3/04/2019,04:55,2h 50m,non-stop,No info,47.102
1985,Air India,Kolkata,Banglore,21/05/2019,08:20,13h 30m,2 stops,No info,117.667
1986,Jet Airways,Kolkata,Banglore,21/05/2019,09:35,28h 50m,1 stop,In-flight meal not included,102.454
1987,IndiGo,Chennai,Kolkata,27/06/2019,05:15,2h 25m,non-stop,No info,38.94
1988,Air India,Delhi,Cochin,12/06/2019,16:40,26h 35m,2 stops,No info,103.873
1989,Multiple carriers,Delhi,Cochin,6/03/2019,07:30,8h,1 stop,No info,166.617
1990,Jet Airways,Banglore,Delhi,27/06/2019,08:20,3h,non-stop,No info,88.176
1991,IndiGo,Mumbai,Hyderabad,24/05/2019,21:20,1h 30m,non-stop,No info,26.807
1992,IndiGo,Delhi,Cochin,27/05/2019,10:35,14h 55m,1 stop,No info,67.144
1993,SpiceJet,Mumbai,Hyderabad,6/06/2019,22:45,1h 30m,non-stop,No check-in baggage included,21.615
1994,Multiple carriers,Delhi,Cochin,12/06/2019,13:00,8h,1 stop,No info,81.488
1995,IndiGo,Mumbai,Hyderabad,18/06/2019,06:25,1h 30m,non-stop,No info,44.539
1996,Jet Airways,Banglore,Delhi,1/06/2019,19:50,3h,non-stop,No info,88.176
1997,Multiple carriers,Delhi,Cochin,9/05/2019,07:00,12h,1 stop,No info,112.167
1998,Jet Airways,Kolkata,Banglore,1/05/2019,21:10,11h 5m,1 stop,In-flight meal not included,119.284
1999,Jet Airways,Kolkata,Banglore,9/06/2019,17:00,26h 10m,1 stop,No info,139.612
2000,Jet Airways,Kolkata,Banglore,6/05/2019,08:25,7h 55m,1 stop,No info,162.591
2001,GoAir,Kolkata,Banglore,24/05/2019,23:30,8h 15m,1 stop,No info,80.685
2002,Jet Airways,Banglore,Delhi,27/05/2019,08:20,3h,non-stop,No info,79.519
2003,Vistara,Banglore,New Delhi,24/03/2019,21:10,2h 55m,non-stop,No info,47.883
2004,Jet Airways,Kolkata,Banglore,18/05/2019,20:00,12h 15m,1 stop,No info,153.351
2005,Jet Airways,Banglore,New Delhi,12/03/2019,09:45,4h 40m,1 stop,No info,135.245
2006,Jet Airways,Delhi,Cochin,27/05/2019,22:50,13h 45m,1 stop,In-flight meal not included,141.878
2007,Vistara,Kolkata,Banglore,9/05/2019,07:10,15h 30m,1 stop,No info,87.197
2008,Air Asia,Banglore,Delhi,15/04/2019,23:55,2h 50m,non-stop,No info,49.313
2009,Jet Airways,Banglore,New Delhi,06/03/2019,11:40,6h 45m,1 stop,No info,211.475
2010,GoAir,Delhi,Cochin,24/04/2019,07:25,6h 10m,1 stop,No info,51.612
2011,Jet Airways,Banglore,New Delhi,18/03/2019,21:25,12h 5m,1 stop,No info,149.105
2012,IndiGo,Delhi,Cochin,9/04/2019,15:00,10h 30m,1 stop,No info,68.97
2013,Jet Airways,Kolkata,Banglore,6/05/2019,18:55,21h 25m,1 stop,No info,149.424
2014,Jet Airways,Delhi,Cochin,21/03/2019,16:10,26h 40m,2 stops,No info,144.98
2015,Jet Airways,Kolkata,Banglore,12/05/2019,20:25,21h 35m,1 stop,No info,155.661
2016,Vistara,Delhi,Cochin,12/05/2019,06:00,3h 10m,non-stop,No info,68.376
2017,Multiple carriers,Delhi,Cochin,3/03/2019,07:30,11h 20m,1 stop,No info,166.485
2018,Multiple carriers,Delhi,Cochin,6/03/2019,11:30,9h 30m,1 stop,In-flight meal not included,166.496
2019,Jet Airways,Delhi,Cochin,27/06/2019,02:15,16h 45m,1 stop,In-flight meal not included,112.882
2020,Jet Airways,Kolkata,Banglore,18/05/2019,09:35,12h 30m,1 stop,In-flight meal not included,136.224
2021,Jet Airways,Kolkata,Banglore,1/04/2019,09:35,9h 35m,1 stop,In-flight meal not included,102.454
2022,Jet Airways,Kolkata,Banglore,6/05/2019,17:00,25h,1 stop,In-flight meal not included,102.454
2023,Air India,Delhi,Cochin,1/06/2019,09:00,10h 15m,1 stop,No info,114.994
2024,Air India,Delhi,Cochin,18/05/2019,23:00,8h 40m,1 stop,No info,92.092
2025,Jet Airways,Delhi,Cochin,9/03/2019,19:45,8h 40m,1 stop,In-flight meal not included,130.328
2026,IndiGo,Delhi,Cochin,1/06/2019,08:30,12h 30m,1 stop,No info,70.576
2027,IndiGo,Mumbai,Hyderabad,1/04/2019,09:10,1h 30m,non-stop,No info,36.762
2028,Jet Airways,Kolkata,Banglore,6/06/2019,06:30,24h 55m,2 stops,In-flight meal not included,111.298
2029,Air India,Kolkata,Banglore,12/06/2019,16:45,19h 45m,2 stops,No info,164.56
2030,IndiGo,Delhi,Cochin,15/06/2019,05:05,11h 5m,1 stop,No info,74.998
2031,Air India,Kolkata,Banglore,12/06/2019,14:15,2h 30m,non-stop,No info,60.61
2032,Jet Airways,Kolkata,Banglore,21/05/2019,06:30,26h 50m,1 stop,No info,158.268
2033,Multiple carriers,Delhi,Cochin,3/06/2019,14:55,7h 35m,1 stop,No info,77.418
2034,Multiple carriers,Delhi,Cochin,9/05/2019,08:45,10h 30m,1 stop,No info,90.926
2035,Jet Airways,Delhi,Cochin,27/06/2019,18:20,24h 40m,2 stops,No info,157.3
2036,Air India,Kolkata,Banglore,9/05/2019,09:25,22h 30m,1 stop,No info,92.026
2037,Jet Airways,Banglore,New Delhi,06/03/2019,22:50,11h 35m,1 stop,No info,189.871
2038,Vistara,Kolkata,Banglore,6/06/2019,07:10,25h 55m,1 stop,No info,92.972
2039,IndiGo,Kolkata,Banglore,1/04/2019,15:10,5h 20m,1 stop,No info,94.237
2040,Multiple carriers,Delhi,Cochin,15/06/2019,07:05,15h 25m,1 stop,No info,106.106
2041,Air India,Delhi,Cochin,9/04/2019,22:00,21h 15m,2 stops,No info,91.751
2042,Jet Airways,Delhi,Cochin,9/05/2019,17:30,25h 30m,1 stop,In-flight meal not included,136.103
2043,SpiceJet,Chennai,Kolkata,21/06/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
2044,Jet Airways,Kolkata,Banglore,9/06/2019,17:00,6h 35m,1 stop,In-flight meal not included,153.934
2045,IndiGo,Banglore,New Delhi,24/03/2019,04:00,2h 50m,non-stop,No info,52.547
2046,Multiple carriers,Delhi,Cochin,1/06/2019,14:55,7h 35m,1 stop,No info,77.418
2047,IndiGo,Mumbai,Hyderabad,3/04/2019,16:55,1h 30m,non-stop,No info,34.925
2048,Multiple carriers,Delhi,Cochin,9/06/2019,10:00,11h,1 stop,No info,81.488
2049,IndiGo,Banglore,Delhi,15/06/2019,21:15,3h,non-stop,No info,43.373
2050,Jet Airways,Delhi,Cochin,6/03/2019,08:00,20h 25m,1 stop,No info,175.714
2051,SpiceJet,Kolkata,Banglore,27/05/2019,06:55,2h 35m,non-stop,No info,42.603
2052,IndiGo,Banglore,Delhi,15/04/2019,10:10,2h 50m,non-stop,No info,48.653
2053,Jet Airways,Delhi,Cochin,27/05/2019,09:40,18h 45m,2 stops,No info,166.419
2054,IndiGo,Delhi,Cochin,21/03/2019,08:25,12h 35m,1 stop,No info,91.135
2055,Air India,Mumbai,Hyderabad,6/06/2019,06:20,1h 20m,non-stop,No info,34.1
2056,Air India,Banglore,New Delhi,01/03/2019,08:50,24h 35m,2 stops,No info,279.73
2057,SpiceJet,Mumbai,Hyderabad,18/03/2019,13:10,1h 20m,non-stop,No check-in baggage included,26.235
2058,Jet Airways,Kolkata,Banglore,6/06/2019,10:20,7h 15m,1 stop,No info,124.476
2059,Jet Airways,Delhi,Cochin,15/06/2019,02:15,16h 45m,1 stop,In-flight meal not included,112.882
2060,Air India,Kolkata,Banglore,24/05/2019,05:50,7h 25m,2 stops,No info,84.282
2061,Jet Airways,Kolkata,Banglore,24/03/2019,16:55,26h 45m,1 stop,No info,156.541
2062,IndiGo,Delhi,Cochin,9/06/2019,09:15,11h 45m,1 stop,No info,75.218
2063,Jet Airways,Delhi,Cochin,15/06/2019,06:45,21h 40m,2 stops,No info,147.136
2064,Jet Airways,Delhi,Cochin,24/06/2019,15:00,28h,1 stop,In-flight meal not included,112.882
2065,IndiGo,Delhi,Cochin,27/03/2019,07:30,8h,1 stop,No info,94.314
2066,Jet Airways,Banglore,New Delhi,09/03/2019,21:25,10h 15m,1 stop,In-flight meal not included,86.152
2067,Multiple carriers,Delhi,Cochin,24/06/2019,03:50,15h 10m,1 stop,No info,134.112
2068,Jet Airways,Mumbai,Hyderabad,15/06/2019,10:20,1h 30m,non-stop,In-flight meal not included,44.55
2069,GoAir,Banglore,Delhi,12/04/2019,07:45,2h 55m,non-stop,No info,73.942
2070,Jet Airways,Kolkata,Banglore,9/06/2019,20:00,20h 20m,1 stop,In-flight meal not included,119.284
2071,Multiple carriers,Delhi,Cochin,15/06/2019,07:00,14h,1 stop,No info,81.488
2072,Jet Airways,Delhi,Cochin,21/03/2019,20:50,7h 35m,1 stop,No info,156.079
2073,SpiceJet,Kolkata,Banglore,24/05/2019,17:10,2h 30m,non-stop,No check-in baggage included,42.251
2074,Jet Airways,Kolkata,Banglore,9/05/2019,14:05,14h 35m,1 stop,In-flight meal not included,94.446
2075,Multiple carriers,Delhi,Cochin,27/06/2019,10:35,8h 40m,1 stop,No info,78.705
2076,Jet Airways,Kolkata,Banglore,12/06/2019,08:25,9h 50m,1 stop,In-flight meal not included,108.889
2077,Jet Airways,Kolkata,Banglore,6/06/2019,08:25,11h 25m,1 stop,No info,160.281
2078,IndiGo,Banglore,Delhi,18/05/2019,18:55,2h 55m,non-stop,No info,53.053
2079,Jet Airways,Banglore,Delhi,9/05/2019,08:20,3h,non-stop,In-flight meal not included,49.984
2080,Air India,Banglore,New Delhi,01/03/2019,00:30,20h,1 stop,1 Long layover,162.272
2081,Air India,Kolkata,Banglore,9/05/2019,09:25,28h 20m,2 stops,No info,126.962
2082,Jet Airways,Delhi,Cochin,21/05/2019,09:50,3h 15m,non-stop,In-flight meal not included,79.222
2083,Multiple carriers,Delhi,Cochin,9/06/2019,10:35,8h 25m,1 stop,No info,122.078
2084,Air India,Mumbai,Hyderabad,27/03/2019,19:30,1h 15m,non-stop,No info,28.325
2085,Multiple carriers,Delhi,Cochin,27/03/2019,13:00,12h 35m,1 stop,No info,73.403
2086,IndiGo,Banglore,New Delhi,01/03/2019,18:55,2h 50m,non-stop,No info,157.366
2087,Jet Airways,Delhi,Cochin,18/05/2019,21:50,6h 35m,1 stop,No info,171.094
2088,Jet Airways,Kolkata,Banglore,15/05/2019,09:35,28h 50m,1 stop,In-flight meal not included,102.454
2089,Jet Airways,Mumbai,Hyderabad,9/03/2019,06:30,1h 30m,non-stop,In-flight meal not included,54.945
2090,Jet Airways,Banglore,New Delhi,21/03/2019,11:40,20h,1 stop,In-flight meal not included,86.152
2091,Jet Airways,Kolkata,Banglore,21/05/2019,08:25,23h 50m,1 stop,In-flight meal not included,94.446
2092,Air India,Delhi,Cochin,27/04/2019,05:10,2h 50m,non-stop,No info,67.034
2093,Jet Airways,Delhi,Cochin,24/06/2019,05:30,13h 30m,2 stops,No info,146.212
2094,Jet Airways,Delhi,Cochin,9/06/2019,05:30,22h 55m,2 stops,In-flight meal not included,114.048
2095,Multiple carriers,Delhi,Cochin,27/05/2019,10:00,11h,1 stop,No info,106.898
2096,Jet Airways,Banglore,New Delhi,21/03/2019,08:55,22h 45m,1 stop,In-flight meal not included,81.532
2097,Air India,Delhi,Cochin,6/06/2019,22:00,21h 15m,2 stops,No info,114.851
2098,IndiGo,Delhi,Cochin,3/03/2019,10:45,14h 50m,1 stop,No info,163.581
2099,Jet Airways,Delhi,Cochin,18/05/2019,08:00,11h,1 stop,No info,171.094
2100,Jet Airways,Banglore,New Delhi,01/03/2019,14:05,5h 5m,1 stop,No info,398.585
2101,IndiGo,Mumbai,Hyderabad,24/03/2019,16:55,1h 30m,non-stop,No info,34.925
2102,SpiceJet,Chennai,Kolkata,24/05/2019,17:45,2h 20m,non-stop,No info,39.567
2103,SpiceJet,Mumbai,Hyderabad,27/06/2019,13:15,1h 30m,non-stop,No check-in baggage included,21.615
2104,Multiple carriers,Delhi,Cochin,24/06/2019,10:00,9h,1 stop,No info,139.887
2105,IndiGo,Delhi,Cochin,3/06/2019,14:25,3h 15m,non-stop,No info,66.165
2106,Air Asia,Banglore,New Delhi,09/03/2019,23:25,2h 45m,non-stop,No info,61.765
2107,Multiple carriers,Delhi,Cochin,27/03/2019,19:00,6h 35m,1 stop,No info,86.295
2108,Jet Airways,Kolkata,Banglore,9/06/2019,21:10,25h 25m,1 stop,In-flight meal not included,119.284
2109,Jet Airways,Banglore,New Delhi,15/03/2019,21:25,7h 40m,1 stop,No info,299.31
2110,IndiGo,Kolkata,Banglore,6/04/2019,14:25,2h 30m,non-stop,No info,45.914
2111,Multiple carriers,Delhi,Cochin,21/03/2019,08:00,13h,1 stop,No info,75.713
2112,Multiple carriers,Delhi,Cochin,21/03/2019,09:00,12h,1 stop,No info,75.713
2113,Jet Airways,Kolkata,Banglore,21/05/2019,10:20,7h 15m,1 stop,No info,91.905
2114,SpiceJet,Banglore,New Delhi,24/03/2019,20:30,2h 50m,non-stop,No check-in baggage included,60.159
2115,Jet Airways,Banglore,Delhi,27/06/2019,06:00,2h 45m,non-stop,In-flight meal not included,71.258
2116,Vistara,Banglore,New Delhi,03/03/2019,19:40,2h 40m,non-stop,No info,131.043
2117,IndiGo,Delhi,Cochin,21/05/2019,18:35,6h 55m,1 stop,No info,77.066
2118,Jet Airways,Kolkata,Banglore,1/04/2019,16:30,6h 5m,1 stop,No info,139.491
2119,Jet Airways,Delhi,Cochin,21/05/2019,23:05,19h 55m,2 stops,No info,166.419
2120,Multiple carriers,Delhi,Cochin,15/06/2019,14:00,7h,1 stop,No info,149.457
2121,Jet Airways,Delhi,Cochin,1/06/2019,19:15,23h 45m,1 stop,No info,161.854
2122,IndiGo,Banglore,New Delhi,03/03/2019,07:30,4h 50m,1 stop,No info,68.42
2123,Jet Airways,Delhi,Cochin,6/06/2019,07:05,5h 30m,1 stop,In-flight meal not included,112.882
2124,Air India,Kolkata,Banglore,12/05/2019,09:25,9h 5m,1 stop,No info,94.336
2125,Jet Airways,Kolkata,Banglore,24/03/2019,19:45,24h 55m,1 stop,In-flight meal not included,110.341
2126,Jet Airways,Delhi,Cochin,24/06/2019,19:10,23h 50m,2 stops,No info,141.009
2127,GoAir,Delhi,Cochin,15/04/2019,07:25,6h 10m,1 stop,No info,55.572
2128,Jet Airways,Banglore,New Delhi,01/03/2019,08:00,24h 15m,1 stop,No info,244.97
2129,Vistara,Banglore,Delhi,27/04/2019,07:00,2h 40m,non-stop,No info,61.743
2130,SpiceJet,Kolkata,Banglore,1/04/2019,09:00,2h 25m,non-stop,No info,42.603
2131,IndiGo,Delhi,Cochin,15/05/2019,05:35,3h 15m,non-stop,No info,66.165
2132,Jet Airways,Kolkata,Banglore,9/06/2019,06:30,5h 30m,1 stop,In-flight meal not included,119.284
2133,SpiceJet,Mumbai,Hyderabad,12/05/2019,13:15,1h 30m,non-stop,No info,24.497
2134,Jet Airways,Banglore,Delhi,1/04/2019,19:50,3h,non-stop,No info,79.519
2135,Jet Airways,Delhi,Cochin,6/06/2019,05:30,13h 30m,2 stops,In-flight meal not included,114.048
2136,Jet Airways,Delhi,Cochin,21/05/2019,17:30,10h 55m,1 stop,In-flight meal not included,141.878
2137,Multiple carriers,Delhi,Cochin,12/06/2019,07:00,12h,1 stop,No info,134.112
2138,Jet Airways,Kolkata,Banglore,9/05/2019,09:35,14h,1 stop,No info,133.331
2139,Air India,Delhi,Cochin,27/05/2019,06:50,24h 50m,2 stops,No info,177.793
2140,Jet Airways,Banglore,New Delhi,18/03/2019,05:45,12h 40m,1 stop,No info,135.124
2141,IndiGo,Banglore,Delhi,21/06/2019,19:30,2h 45m,non-stop,No info,63.58
2142,Jet Airways,Mumbai,Hyderabad,9/05/2019,10:20,1h 30m,non-stop,In-flight meal not included,54.945
2143,IndiGo,Delhi,Cochin,9/06/2019,05:10,4h 55m,1 stop,No info,71.456
2144,Air India,Delhi,Cochin,12/06/2019,12:20,30h 55m,2 stops,No info,137.368
2145,IndiGo,Banglore,Delhi,15/05/2019,07:10,2h 55m,non-stop,No info,53.053
2146,SpiceJet,Mumbai,Hyderabad,18/06/2019,05:45,1h 30m,non-stop,No check-in baggage included,29.117
2147,IndiGo,Banglore,New Delhi,03/03/2019,13:00,2h 50m,non-stop,No info,139.139
2148,Multiple carriers,Delhi,Cochin,12/06/2019,11:40,7h 35m,1 stop,No info,90.926
2149,Vistara,Delhi,Cochin,15/05/2019,06:00,3h 10m,non-stop,No info,68.376
2150,IndiGo,Banglore,Delhi,1/04/2019,01:30,2h 45m,non-stop,No info,48.653
2151,Jet Airways,Banglore,New Delhi,06/03/2019,08:00,24h 15m,1 stop,No info,197.956
2152,SpiceJet,Delhi,Cochin,15/04/2019,08:45,4h 30m,1 stop,No check-in baggage included,62.986
2153,Multiple carriers,Delhi,Cochin,6/03/2019,06:00,9h 30m,1 stop,No info,166.617
2154,Jet Airways,Delhi,Cochin,18/05/2019,20:55,22h 5m,1 stop,No info,171.094
2155,Jet Airways,Delhi,Cochin,24/06/2019,23:05,29h 20m,2 stops,No info,141.009
2156,Multiple carriers,Delhi,Cochin,27/06/2019,18:00,7h 30m,1 stop,No info,79.178
2157,IndiGo,Delhi,Cochin,3/04/2019,16:00,5h,1 stop,No info,55.803
2158,IndiGo,Banglore,Delhi,27/06/2019,21:15,3h,non-stop,No info,43.373
2159,Jet Airways,Mumbai,Hyderabad,27/03/2019,07:10,1h 25m,non-stop,In-flight meal not included,35.255
2160,SpiceJet,Banglore,Delhi,12/05/2019,05:55,2h 40m,non-stop,No check-in baggage included,35.827
2161,IndiGo,Kolkata,Banglore,3/06/2019,22:15,2h 35m,non-stop,No info,52.844
2162,IndiGo,Banglore,New Delhi,09/03/2019,16:50,4h 45m,1 stop,No info,112.541
2163,Jet Airways,Delhi,Cochin,21/05/2019,20:55,7h 30m,1 stop,In-flight meal not included,141.878
2164,IndiGo,Mumbai,Hyderabad,21/03/2019,21:20,1h 25m,non-stop,No info,24.497
2165,Air India,Kolkata,Banglore,1/04/2019,12:00,23h 10m,2 stops,No info,101.838
2166,Jet Airways,Kolkata,Banglore,24/05/2019,16:30,16h 50m,1 stop,In-flight meal not included,106.293
2167,Jet Airways,Mumbai,Hyderabad,21/05/2019,07:05,1h 25m,non-stop,No info,88.44
2168,GoAir,Banglore,Delhi,6/06/2019,20:55,2h 45m,non-stop,No info,37.609
2169,Jet Airways,Banglore,Delhi,1/06/2019,07:10,3h,non-stop,No info,88.176
2170,Jet Airways,Banglore,Delhi,6/04/2019,17:45,3h,non-stop,No info,79.519
2171,GoAir,Delhi,Cochin,6/06/2019,10:35,9h,1 stop,No info,54.549
2172,Air India,Kolkata,Banglore,9/06/2019,12:00,23h 10m,2 stops,No info,111.661
2173,Air India,Delhi,Cochin,18/05/2019,05:15,38h,3 stops,No info,117.733
2174,Jet Airways,Kolkata,Banglore,9/06/2019,08:25,9h 50m,1 stop,In-flight meal not included,119.284
2175,IndiGo,Delhi,Cochin,6/03/2019,16:10,6h 10m,1 stop,No info,79.255
2176,Jet Airways,Banglore,New Delhi,18/03/2019,08:55,9h 30m,1 stop,No info,135.124
2177,Jet Airways,Kolkata,Banglore,9/06/2019,09:35,12h 30m,1 stop,In-flight meal not included,153.934
2178,IndiGo,Delhi,Cochin,15/04/2019,14:25,3h 15m,non-stop,No info,66.165
2179,IndiGo,Kolkata,Banglore,3/04/2019,06:15,4h 15m,1 stop,No info,46.486
2180,Jet Airways,Delhi,Cochin,21/03/2019,19:10,23h 40m,2 stops,No info,104.313
2181,Jet Airways,Banglore,Delhi,15/05/2019,07:10,3h,non-stop,In-flight meal not included,57.178
2182,Jet Airways,Delhi,Cochin,27/06/2019,05:30,13h 30m,2 stops,In-flight meal not included,114.048
2183,Vistara,Chennai,Kolkata,3/06/2019,17:45,2h 20m,non-stop,No info,131.802
2184,Air India,Banglore,New Delhi,15/03/2019,11:50,25h 10m,1 stop,No info,88.352
2185,Air India,Kolkata,Banglore,15/05/2019,14:15,2h 30m,non-stop,No info,60.61
2186,IndiGo,Delhi,Cochin,9/05/2019,23:30,5h 5m,1 stop,No info,89.947
2187,Air Asia,Delhi,Cochin,1/06/2019,16:45,5h 40m,1 stop,No info,125.51
2188,GoAir,Delhi,Cochin,21/03/2019,07:00,5h 50m,1 stop,No info,103.235
2189,Jet Airways,Delhi,Cochin,6/06/2019,10:00,9h,1 stop,In-flight meal not included,112.882
2190,SpiceJet,Kolkata,Banglore,18/06/2019,09:00,2h 25m,non-stop,No info,42.603
2191,Multiple carriers,Delhi,Cochin,21/03/2019,11:40,7h 10m,1 stop,No info,131.989
2192,Jet Airways,Delhi,Cochin,27/06/2019,18:20,18h 15m,2 stops,No info,157.3
2193,SpiceJet,Mumbai,Hyderabad,12/05/2019,13:15,1h 30m,non-stop,No check-in baggage included,23.925
2194,Air India,Delhi,Cochin,9/05/2019,06:50,24h 50m,2 stops,No info,158.741
2195,Jet Airways,Banglore,Delhi,21/05/2019,06:00,2h 45m,non-stop,No info,79.519
2196,IndiGo,Kolkata,Banglore,24/05/2019,19:20,4h 25m,1 stop,No info,41.899
2197,Multiple carriers,Delhi,Cochin,24/06/2019,07:30,11h 45m,1 stop,No info,80.894
2198,Multiple carriers,Delhi,Cochin,27/03/2019,08:00,7h 30m,1 stop,No info,137.907
2199,Air India,Delhi,Cochin,27/05/2019,13:00,6h 15m,1 stop,No info,106.909
2200,Jet Airways,Mumbai,Hyderabad,24/05/2019,10:20,1h 30m,non-stop,No info,88.44
2201,Jet Airways,Mumbai,Hyderabad,24/05/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
2202,IndiGo,Banglore,Delhi,6/04/2019,23:30,2h 50m,non-stop,No info,50.501
2203,Air India,Kolkata,Banglore,6/06/2019,16:45,28h 20m,1 stop,No info,84.282
2204,IndiGo,Chennai,Kolkata,24/06/2019,07:55,2h 20m,non-stop,No info,42.35
2205,IndiGo,Delhi,Cochin,3/06/2019,08:35,13h 55m,1 stop,No info,70.862
2206,IndiGo,Delhi,Cochin,3/06/2019,23:30,5h 5m,1 stop,No info,125.158
2207,Multiple carriers,Delhi,Cochin,27/06/2019,15:00,10h 30m,1 stop,No info,147.147
2208,Jet Airways,Kolkata,Banglore,21/05/2019,08:25,12h 20m,1 stop,In-flight meal not included,119.284
2209,Jet Airways,Mumbai,Hyderabad,9/05/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
2210,Air India,Delhi,Cochin,27/03/2019,17:15,16h 10m,2 stops,No info,66.627
2211,Air India,Banglore,Delhi,6/04/2019,10:00,2h 45m,non-stop,No info,56.936
2212,Jet Airways,Delhi,Cochin,9/06/2019,09:40,18h 45m,2 stops,No info,143.154
2213,IndiGo,Banglore,New Delhi,01/03/2019,16:15,4h 20m,1 stop,No Info,87.087
2214,SpiceJet,Delhi,Cochin,9/06/2019,06:05,5h 15m,1 stop,No info,61.413
2215,Jet Airways,Banglore,Delhi,9/04/2019,06:00,2h 45m,non-stop,No info,79.519
2216,IndiGo,Delhi,Cochin,18/05/2019,16:00,9h 30m,1 stop,No info,79.101
2217,Jet Airways,Mumbai,Hyderabad,12/06/2019,19:35,1h 30m,non-stop,In-flight meal not included,35.31
2218,IndiGo,Delhi,Cochin,6/03/2019,15:00,10h 35m,1 stop,No info,163.581
2219,Multiple carriers,Delhi,Cochin,15/05/2019,08:30,10h 45m,1 stop,No info,89.089
2220,Air India,Kolkata,Banglore,21/05/2019,09:25,9h 5m,1 stop,No info,92.026
2221,IndiGo,Chennai,Kolkata,9/03/2019,22:05,2h 20m,non-stop,No info,69.267
2222,Multiple carriers,Delhi,Cochin,3/03/2019,13:00,8h,1 stop,No info,201.146
2223,Jet Airways,Delhi,Cochin,6/03/2019,23:05,20h 40m,1 stop,No info,187.264
2224,Jet Airways,Banglore,Delhi,24/04/2019,07:10,3h,non-stop,In-flight meal not included,67.584
2225,Multiple carriers,Delhi,Cochin,9/03/2019,06:00,13h 45m,1 stop,No info,153.351
2226,Jet Airways,Banglore,Delhi,9/05/2019,18:55,3h 5m,non-stop,In-flight meal not included,40.722
2227,SpiceJet,Delhi,Cochin,15/05/2019,06:05,5h 15m,1 stop,No info,61.413
2228,Air India,Mumbai,Hyderabad,12/03/2019,19:40,13h 30m,1 stop,No info,112.288
2229,Jet Airways,Kolkata,Banglore,6/05/2019,09:35,8h 25m,1 stop,In-flight meal not included,136.224
2230,Air India,Kolkata,Banglore,6/05/2019,10:00,19h 25m,2 stops,No info,187.539
2231,IndiGo,Delhi,Cochin,24/05/2019,07:30,13h 30m,1 stop,No info,77.066
2232,Air India,Kolkata,Banglore,12/06/2019,05:50,14h 35m,2 stops,No info,139.953
2233,Jet Airways,Delhi,Cochin,12/06/2019,08:00,20h 25m,1 stop,In-flight meal not included,116.347
2234,Jet Airways,Banglore,New Delhi,06/03/2019,07:00,12h 10m,1 stop,No info,184.096
2235,Jet Airways,Delhi,Cochin,24/06/2019,13:00,15h 25m,1 stop,In-flight meal not included,112.882
2236,Multiple carriers,Delhi,Cochin,24/06/2019,11:25,7h 50m,1 stop,No info,78.705
2237,Multiple carriers,Delhi,Cochin,3/03/2019,10:20,15h 15m,1 stop,No info,166.617
2238,IndiGo,Banglore,Delhi,12/06/2019,07:10,2h 55m,non-stop,No info,53.053
2239,Air India,Banglore,New Delhi,15/03/2019,09:30,6h 50m,1 stop,No info,95.854
2240,Jet Airways,Kolkata,Banglore,6/05/2019,09:35,24h 10m,1 stop,No info,120.483
2241,Air India,Kolkata,Banglore,12/06/2019,20:30,23h 55m,1 stop,No info,112.233
2242,Jet Airways,Delhi,Cochin,18/05/2019,13:00,23h 35m,1 stop,In-flight meal not included,136.103
2243,Jet Airways,Kolkata,Banglore,12/05/2019,09:35,14h,1 stop,No info,155.661
2244,Jet Airways,Kolkata,Banglore,24/05/2019,09:35,28h 50m,1 stop,No info,133.331
