Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
IndiGo,Banglore,New Delhi,24/03/2019,23:30,2h 50m,non-stop,No info,75.460
Jet Airways,Kolkata,Banglore,1/05/2019,20:25,14h 30m,1 stop,No info,133.331
Jet Airways,Delhi,Cochin,27/03/2019,09:55,8h 55m,1 stop,In-flight meal not included,65.593
SpiceJet,Banglore,Delhi,6/06/2019,05:55,2h 40m,non-stop,No info,39.875
SpiceJet,Kolkata,Banglore,15/06/2019,09:00,2h 25m,non-stop,No check-in baggage included,42.251
IndiGo,Banglore,Delhi,12/06/2019,20:00,2h 50m,non-stop,No info,53.053
Multiple carriers,Delhi,Cochin,12/06/2019,09:45,6h 25m,1 stop,No info,106.106
Jet Airways,Delhi,Cochin,27/05/2019,02:15,10h 20m,1 stop,In-flight meal not included,111.672
IndiGo,Delhi,Cochin,3/06/2019,06:50,15h 40m,1 stop,No info,82.654
Jet Airways,Banglore,New Delhi,06/03/2019,07:00,11h 25m,1 stop,No info,184.096
Jet Airways,Kolkata,Banglore,6/05/2019,18:55,15h 10m,1 stop,No info,149.424
Air India,Kolkata,Banglore,21/05/2019,08:20,23h 35m,2 stops,No info,123.442
IndiGo,Chennai,Kolkata,1/05/2019,07:55,2h 20m,non-stop,No info,42.350
Vistara,Banglore,New Delhi,24/03/2019,12:00,2h 40m,non-stop,No info,83.688
Jet Airways,Kolkata,Banglore,12/05/2019,20:00,20h 20m,1 stop,In-flight meal not included,119.284
Multiple carriers,Delhi,Cochin,9/06/2019,17:00,8h 30m,1 stop,No info,81.488
Vistara,Chennai,Kolkata,18/05/2019,07:05,2h 15m,non-stop,No info,40.557
SpiceJet,Delhi,Cochin,3/03/2019,16:35,6h 15m,1 stop,No info,128.986
Jet Airways,Kolkata,Banglore,6/05/2019,06:30,26h 50m,1 stop,In-flight meal not included,106.293
Air India,Kolkata,Banglore,24/03/2019,07:00,30h 45m,2 stops,No info,141.119
IndiGo,Delhi,Cochin,27/06/2019,16:00,5h,1 stop,No info,66.759
Jet Airways,Kolkata,Banglore,12/06/2019,16:30,27h 20m,1 stop,In-flight meal not included,93.819
Vistara,Kolkata,Banglore,9/05/2019,17:00,6h 25m,1 stop,No info,88.935
Vistara,Banglore,Delhi,15/05/2019,19:30,2h 45m,non-stop,No info,53.658
IndiGo,Banglore,Delhi,3/04/2019,13:00,2h 50m,non-stop,No info,44.847
IndiGo,Kolkata,Banglore,9/05/2019,21:00,5h 15m,1 stop,No info,83.655
Jet Airways,Delhi,Cochin,15/06/2019,05:30,22h 55m,2 stops,No info,143.154
IndiGo,Delhi,Cochin,3/03/2019,07:35,14h 45m,1 stop,No info,127.600
Jet Airways,Kolkata,Banglore,12/05/2019,17:00,16h 45m,1 stop,No info,155.661
Air India,Delhi,Cochin,24/06/2019,13:15,18h 25m,2 stops,No info,137.467
Jet Airways,Delhi,Cochin,6/03/2019,02:15,16h 35m,1 stop,No info,187.264
SpiceJet,Chennai,Kolkata,9/03/2019,09:30,2h 35m,non-stop,No info,69.300
Multiple carriers,Delhi,Cochin,6/03/2019,17:45,7h 50m,1 stop,No info,166.617
Multiple carriers,Delhi,Cochin,1/06/2019,12:50,12h 40m,1 stop,No info,74.745
IndiGo,Mumbai,Hyderabad,3/03/2019,19:05,1h 25m,non-stop,No info,63.305
Air India,Kolkata,Banglore,12/05/2019,20:30,19h 45m,1 stop,No info,112.233
Jet Airways,Delhi,Cochin,6/06/2019,11:30,16h 55m,1 stop,No info,161.854
IndiGo,Banglore,New Delhi,18/03/2019,22:20,2h 50m,non-stop,No info,49.995
Jet Airways,Kolkata,Banglore,15/05/2019,06:30,14h 15m,1 stop,No info,162.591
Air India,Banglore,New Delhi,12/03/2019,07:30,27h 35m,2 stops,No info,127.622
IndiGo,Mumbai,Hyderabad,6/05/2019,06:25,1h 30m,non-stop,No info,44.539
Jet Airways,Delhi,Cochin,9/05/2019,05:30,22h 55m,2 stops,In-flight meal not included,143.319
Jet Airways,Kolkata,Banglore,9/06/2019,08:25,12h 20m,1 stop,No info,160.281
Air India,Banglore,Delhi,9/06/2019,06:10,2h 45m,non-stop,No info,76.571
SpiceJet,Kolkata,Banglore,15/05/2019,08:35,8h 40m,1 stop,No info,70.191
SpiceJet,Kolkata,Banglore,1/04/2019,06:55,2h 35m,non-stop,No check-in baggage included,42.251
Jet Airways,Delhi,Cochin,21/03/2019,06:20,22h 5m,2 stops,No info,126.918
Vistara,Kolkata,Banglore,6/05/2019,20:20,24h,1 stop,No info,94.710
Air India,Delhi,Cochin,6/03/2019,07:05,36h 10m,2 stops,No info,127.072
Multiple carriers,Delhi,Cochin,1/06/2019,07:00,14h,1 stop,No info,81.488
Jet Airways,Delhi,Cochin,27/06/2019,19:45,16h 50m,1 stop,In-flight meal not included,112.882
Air India,Kolkata,Banglore,6/05/2019,05:50,27h 5m,2 stops,No info,120.901
Multiple carriers,Delhi,Cochin,9/06/2019,18:15,7h 15m,1 stop,No info,149.457
Air India,Delhi,Cochin,15/05/2019,12:30,20h 55m,1 stop,No info,82.280
IndiGo,Banglore,New Delhi,09/03/2019,17:55,5h,1 stop,No info,69.861
Multiple carriers,Delhi,Cochin,27/05/2019,14:00,7h,1 stop,In-flight meal not included,78.683
Air Asia,Kolkata,Banglore,6/05/2019,19:55,2h 30m,non-stop,No info,48.499
IndiGo,Kolkata,Banglore,15/05/2019,21:00,5h 15m,1 stop,No info,79.508
Multiple carriers,Delhi,Cochin,27/03/2019,08:00,10h 50m,1 stop,No info,128.337
SpiceJet,Kolkata,Banglore,12/06/2019,15:05,5h 15m,1 stop,No info,51.139
Air India,Kolkata,Banglore,9/05/2019,16:50,20h 55m,2 stops,No info,138.512
Multiple carriers,Delhi,Cochin,12/06/2019,10:20,8h 40m,1 stop,No info,129.679
Air India,Chennai,Kolkata,1/06/2019,11:40,2h 15m,non-stop,No info,51.337
Air Asia,Kolkata,Banglore,21/05/2019,22:40,12h,1 stop,No info,106.909
Air India,Delhi,Cochin,27/03/2019,13:00,6h 15m,1 stop,No info,75.922
Jet Airways,Kolkata,Banglore,21/05/2019,20:00,8h 40m,1 stop,No info,162.591
Jet Airways,Kolkata,Banglore,18/05/2019,08:25,14h 10m,1 stop,In-flight meal not included,119.284
Air India,Kolkata,Banglore,24/03/2019,05:40,32h 55m,2 stops,No info,126.742
Air India,Banglore,Delhi,21/04/2019,13:20,2h 50m,non-stop,No info,67.331
Vistara,Kolkata,Banglore,6/06/2019,17:00,6h 25m,1 stop,No info,94.710
Air Asia,Kolkata,Banglore,24/03/2019,22:50,2h 30m,non-stop,No info,61.820
IndiGo,Kolkata,Banglore,27/05/2019,15:15,2h 30m,non-stop,No info,52.844
Multiple carriers,Delhi,Cochin,27/05/2019,10:20,10h 40m,1 stop,No info,77.055
Jet Airways,Delhi,Cochin,1/05/2019,23:05,19h 55m,2 stops,No info,166.419
Jet Airways,Kolkata,Banglore,24/05/2019,20:00,8h 40m,1 stop,In-flight meal not included,94.446
Multiple carriers,Delhi,Cochin,18/05/2019,08:00,11h,1 stop,No info,112.167
Multiple carriers,Delhi,Cochin,27/03/2019,09:10,10h 5m,1 stop,No info,117.337
IndiGo,Kolkata,Banglore,12/06/2019,09:20,4h 55m,1 stop,No info,122.760
Air India,Delhi,Cochin,27/05/2019,12:20,30h 55m,2 stops,No info,137.368
Jet Airways,Kolkata,Banglore,18/05/2019,08:25,11h 25m,1 stop,In-flight meal not included,119.284
Air India,Delhi,Cochin,3/06/2019,16:40,26h 35m,2 stops,No info,109.648
Jet Airways,Banglore,Delhi,18/05/2019,18:55,3h 5m,non-stop,In-flight meal not included,57.178
Jet Airways,Kolkata,Banglore,1/05/2019,14:05,14h 35m,1 stop,In-flight meal not included,94.446
IndiGo,Chennai,Kolkata,18/05/2019,11:35,2h 25m,non-stop,No info,47.652
IndiGo,Kolkata,Banglore,6/05/2019,08:10,4h 50m,1 stop,No info,55.759
Jet Airways,Banglore,Delhi,6/05/2019,08:20,3h,non-stop,In-flight meal not included,49.984
Multiple carriers,Delhi,Cochin,3/03/2019,04:00,11h 30m,1 stop,No info,164.703
Air India,Banglore,New Delhi,12/03/2019,06:45,35h 20m,3 stops,No info,147.257
SpiceJet,Banglore,Delhi,9/06/2019,05:55,2h 40m,non-stop,No info,39.875
Jet Airways,Kolkata,Banglore,24/05/2019,09:35,28h 50m,1 stop,In-flight meal not included,117.733
IndiGo,Kolkata,Banglore,24/03/2019,15:10,2h 35m,non-stop,No info,83.765
IndiGo,Banglore,Delhi,27/05/2019,18:25,2h 55m,non-stop,No info,53.053
Jet Airways,Banglore,New Delhi,06/03/2019,11:40,17h 25m,1 stop,No info,184.096
Jet Airways,Kolkata,Banglore,9/05/2019,21:10,14h 50m,1 stop,In-flight meal not included,106.293
Multiple carriers,Delhi,Cochin,18/05/2019,08:30,10h 30m,1 stop,No info,101.255
Jet Airways,Delhi,Cochin,9/05/2019,22:50,5h 35m,1 stop,No info,171.094
SpiceJet,Mumbai,Hyderabad,15/05/2019,22:45,1h 30m,non-stop,No check-in baggage included,21.615
Air India,Kolkata,Banglore,15/06/2019,14:15,2h 30m,non-stop,No info,60.610
Multiple carriers,Delhi,Cochin,9/05/2019,10:20,8h 55m,1 stop,No info,90.926
IndiGo,Mumbai,Hyderabad,27/05/2019,16:55,1h 30m,non-stop,No info,34.925
SpiceJet,Delhi,Cochin,9/05/2019,08:45,4h 30m,1 stop,No check-in baggage included,52.360
Multiple carriers,Delhi,Cochin,27/05/2019,08:45,12h 15m,1 stop,No info,85.140
Jet Airways,Kolkata,Banglore,15/05/2019,14:05,9h 30m,1 stop,No info,153.351
Air Asia,Delhi,Cochin,6/06/2019,16:45,14h 25m,1 stop,No info,125.510
Jet Airways,Kolkata,Banglore,1/04/2019,16:30,27h 20m,1 stop,No info,139.491
Jet Airways,Delhi,Cochin,6/05/2019,09:40,26h 55m,2 stops,No info,166.419
Jet Airways,Delhi,Cochin,12/06/2019,05:30,13h 30m,2 stops,In-flight meal not included,114.048
Air India,Kolkata,Banglore,21/05/2019,08:20,12h 5m,2 stops,No info,135.564
SpiceJet,Kolkata,Banglore,15/04/2019,17:10,2h 30m,non-stop,No check-in baggage included,42.251
Jet Airways,Delhi,Cochin,24/06/2019,05:30,22h 55m,2 stops,No info,143.154
IndiGo,Delhi,Cochin,27/06/2019,06:50,15h 40m,1 stop,No info,70.862
Jet Airways,Delhi,Cochin,18/05/2019,14:00,5h,1 stop,In-flight meal not included,136.103
Jet Airways,Banglore,New Delhi,12/03/2019,08:55,14h 5m,1 stop,No info,151.987
IndiGo,Banglore,Delhi,24/06/2019,18:55,2h 55m,non-stop,No info,53.053
Jet Airways,Delhi,Cochin,27/03/2019,05:10,23h 15m,2 stops,In-flight meal not included,103.532
Air India,Delhi,Cochin,27/05/2019,22:00,21h 15m,2 stops,No info,112.541
Jet Airways,Banglore,Delhi,9/04/2019,15:50,2h 55m,non-stop,No info,79.519
SpiceJet,Banglore,New Delhi,24/03/2019,09:35,2h 55m,non-stop,No check-in baggage included,47.003
Jet Airways,Kolkata,Banglore,18/05/2019,18:55,25h 50m,1 stop,In-flight meal not included,119.284
IndiGo,Delhi,Cochin,27/05/2019,02:00,5h 25m,1 stop,No info,78.804
Jet Airways,Banglore,Delhi,27/06/2019,07:10,3h,non-stop,In-flight meal not included,71.258
Jet Airways,Banglore,Delhi,12/05/2019,07:10,3h,non-stop,In-flight meal not included,57.178
SpiceJet,Banglore,Delhi,27/04/2019,05:55,2h 40m,non-stop,No check-in baggage included,47.509
Jet Airways,Delhi,Cochin,27/06/2019,19:15,17h 20m,1 stop,In-flight meal not included,112.882
Vistara,Delhi,Cochin,18/05/2019,14:40,3h 10m,non-stop,No info,74.151
Jet Airways,Kolkata,Banglore,6/06/2019,14:05,8h 30m,1 stop,No info,160.281
Air India,Banglore,New Delhi,01/03/2019,11:50,12h 5m,1 stop,Change airports,287.012
Air India,Delhi,Cochin,27/06/2019,10:55,8h 20m,2 stops,No info,129.283
Jet Airways,Banglore,New Delhi,21/03/2019,08:00,15h,1 stop,In-flight meal not included,86.152
Vistara,Kolkata,Banglore,1/05/2019,07:10,13h 10m,1 stop,No info,94.710
Jet Airways,Kolkata,Banglore,12/06/2019,14:05,8h 30m,1 stop,No info,149.886
Jet Airways,Delhi,Cochin,9/06/2019,09:40,26h 55m,2 stops,In-flight meal not included,114.048
IndiGo,Mumbai,Hyderabad,18/06/2019,02:35,1h 30m,non-stop,No info,30.294
Jet Airways,Kolkata,Banglore,6/06/2019,17:00,25h,1 stop,No info,139.612
IndiGo,Banglore,New Delhi,01/03/2019,10:05,2h 55m,non-stop,No info,110.737
GoAir,Delhi,Cochin,3/06/2019,10:35,9h,1 stop,No info,54.549
Air India,Banglore,New Delhi,01/03/2019,08:50,26h 20m,2 stops,No info,213.092
Air India,Mumbai,Hyderabad,18/05/2019,06:20,1h 20m,non-stop,No info,34.100
Multiple carriers,Delhi,Cochin,15/05/2019,07:30,13h 30m,1 stop,No info,92.455
Multiple carriers,Delhi,Cochin,27/05/2019,11:30,9h 30m,1 stop,In-flight meal not included,76.373
SpiceJet,Kolkata,Banglore,27/04/2019,17:10,2h 30m,non-stop,No check-in baggage included,42.251
SpiceJet,Mumbai,Hyderabad,6/06/2019,22:45,1h 30m,non-stop,No info,22.187
Vistara,Kolkata,Banglore,1/05/2019,17:00,17h 45m,1 stop,No info,101.057
Jet Airways,Kolkata,Banglore,12/05/2019,08:25,11h 25m,1 stop,No info,153.351
Jet Airways,Delhi,Cochin,21/03/2019,19:15,23h 35m,2 stops,In-flight meal not included,98.318
SpiceJet,Banglore,Delhi,18/05/2019,09:30,2h 50m,non-stop,No check-in baggage included,47.509
SpiceJet,Banglore,Delhi,1/04/2019,21:10,2h 55m,non-stop,No check-in baggage included,39.303
SpiceJet,Kolkata,Banglore,3/05/2019,09:00,2h 25m,non-stop,No check-in baggage included,42.251
Jet Airways,Delhi,Cochin,27/06/2019,11:00,3h 15m,non-stop,In-flight meal not included,79.222
Vistara,Kolkata,Banglore,9/06/2019,17:00,5h 55m,1 stop,No info,101.057
GoAir,Delhi,Cochin,3/06/2019,07:25,6h 10m,1 stop,No info,76.736
Jet Airways,Delhi,Cochin,21/05/2019,18:15,18h 20m,1 stop,In-flight meal not included,141.878
Jet Airways,Delhi,Cochin,27/05/2019,02:15,26h 10m,1 stop,In-flight meal not included,141.878
Jet Airways,Delhi,Cochin,15/06/2019,21:25,21h 35m,2 stops,In-flight meal not included,116.468
Air India,Delhi,Cochin,24/06/2019,22:00,21h 15m,2 stops,No info,100.991
Jet Airways,Banglore,New Delhi,03/03/2019,05:45,23h 20m,1 stop,In-flight meal not included,121.957
Jet Airways,Delhi,Cochin,27/06/2019,07:05,5h 30m,1 stop,In-flight meal not included,112.882
Jet Airways,Delhi,Cochin,6/04/2019,11:00,3h 15m,non-stop,In-flight meal not included,53.746
IndiGo,Delhi,Cochin,21/03/2019,02:35,5h 55m,1 stop,No info,93.170
Air India,Kolkata,Banglore,21/05/2019,09:50,13h 25m,3 stops,No info,164.560
SpiceJet,Kolkata,Banglore,9/05/2019,06:55,2h 35m,non-stop,No info,42.603
Air India,Delhi,Cochin,9/03/2019,16:40,26h 35m,2 stops,No info,131.021
Air India,Delhi,Cochin,15/06/2019,09:45,13h 15m,1 stop,No info,97.977
SpiceJet,Chennai,Kolkata,9/05/2019,08:20,2h 15m,non-stop,No check-in baggage included,42.449
Air Asia,Kolkata,Banglore,24/06/2019,22:50,2h 30m,non-stop,No info,41.877
Air Asia,Kolkata,Banglore,6/03/2019,10:20,2h 35m,non-stop,No info,48.224
Multiple carriers,Delhi,Cochin,3/06/2019,04:55,7h 40m,1 stop,No info,127.842
Vistara,Banglore,New Delhi,24/03/2019,19:40,2h 40m,non-stop,No info,50.193
SpiceJet,Mumbai,Hyderabad,1/04/2019,13:15,1h 30m,non-stop,No check-in baggage included,21.615
Air India,Kolkata,Banglore,24/04/2019,20:45,2h 35m,non-stop,No info,45.595
Jet Airways,Kolkata,Banglore,24/03/2019,21:10,23h 30m,1 stop,In-flight meal not included,110.341
Air India,Banglore,New Delhi,01/03/2019,17:00,6h 10m,1 stop,No info,127.908
Jet Airways,Delhi,Cochin,15/06/2019,07:05,5h 30m,1 stop,In-flight meal not included,112.882
SpiceJet,Mumbai,Hyderabad,24/06/2019,13:15,1h 30m,non-stop,No info,22.187
Vistara,Delhi,Cochin,27/04/2019,06:00,3h 10m,non-stop,No info,68.376
Multiple carriers,Delhi,Cochin,15/05/2019,11:35,13h 55m,3 stops,No info,179.234
IndiGo,Banglore,Delhi,3/06/2019,04:00,2h 50m,non-stop,No info,43.373
Multiple carriers,Delhi,Cochin,27/05/2019,14:55,7h 35m,1 stop,No info,77.418
SpiceJet,Banglore,New Delhi,09/03/2019,10:20,7h 55m,1 stop,No info,80.234
SpiceJet,Kolkata,Banglore,6/04/2019,09:00,2h 25m,non-stop,No info,42.603
Air India,Mumbai,Hyderabad,18/06/2019,13:55,1h 30m,non-stop,No info,34.100
Multiple carriers,Delhi,Cochin,27/05/2019,10:00,9h,1 stop,No info,137.577
Air Asia,Delhi,Cochin,21/05/2019,07:55,14h 35m,1 stop,No info,67.672
Air India,Kolkata,Banglore,1/04/2019,09:50,11h 15m,1 stop,No info,88.330
Jet Airways,Banglore,Delhi,18/06/2019,08:20,3h,non-stop,In-flight meal not included,63.459
IndiGo,Kolkata,Banglore,6/06/2019,17:15,2h 35m,non-stop,No info,52.844
Air India,Delhi,Cochin,18/05/2019,09:45,23h 40m,1 stop,No info,92.092
Jet Airways,Banglore,New Delhi,15/03/2019,09:45,4h 40m,1 stop,No info,94.358
Air India,Delhi,Cochin,18/05/2019,22:00,21h 15m,2 stops,No info,123.508
Air India,Kolkata,Banglore,1/05/2019,09:50,23h 5m,2 stops,No info,145.497
IndiGo,Banglore,New Delhi,15/03/2019,20:00,2h 55m,non-stop,No info,97.405
Multiple carriers,Delhi,Cochin,12/06/2019,03:50,8h 45m,1 stop,No info,134.112
Jet Airways,Delhi,Cochin,27/06/2019,23:05,19h 55m,2 stops,No info,141.009
IndiGo,Banglore,Delhi,27/06/2019,06:05,2h 45m,non-stop,No info,43.373
Multiple carriers,Delhi,Cochin,9/03/2019,00:20,12h 35m,1 stop,In-flight meal not included,200.860
Air India,Banglore,Delhi,18/04/2019,06:10,2h 45m,non-stop,No info,57.508
Jet Airways,Delhi,Cochin,12/06/2019,12:15,16h 10m,2 stops,No info,157.300
Air India,Kolkata,Banglore,1/05/2019,12:00,30h 30m,2 stops,No info,111.661
IndiGo,Kolkata,Banglore,6/05/2019,17:35,4h 40m,1 stop,No info,62.689
Vistara,Kolkata,Banglore,21/05/2019,07:10,27h 35m,1 stop,No info,101.057
Vistara,Kolkata,Banglore,6/06/2019,20:20,12h 45m,1 stop,No info,92.972
Multiple carriers,Delhi,Cochin,21/03/2019,02:15,11h 5m,1 stop,No info,153.571
Jet Airways,Banglore,Delhi,24/06/2019,07:10,3h,non-stop,In-flight meal not included,63.459
Multiple carriers,Delhi,Cochin,24/06/2019,07:30,11h 30m,1 stop,No info,119.647
IndiGo,Banglore,Delhi,9/04/2019,23:30,2h 50m,non-stop,No info,50.501
Air India,Kolkata,Banglore,6/05/2019,09:25,20h,2 stops,No info,195.052
Jet Airways,Delhi,Cochin,9/05/2019,18:15,10h 10m,1 stop,In-flight meal not included,136.103
Air Asia,Kolkata,Banglore,27/06/2019,19:55,2h 30m,non-stop,No info,41.877
Vistara,Kolkata,Banglore,9/06/2019,07:10,13h 10m,1 stop,No info,105.105
Air Asia,Banglore,Delhi,6/06/2019,11:10,2h 45m,non-stop,No info,49.313
Jet Airways,Kolkata,Banglore,12/05/2019,14:05,6h 40m,1 stop,No info,162.591
Jet Airways,Delhi,Cochin,3/06/2019,09:35,27h,2 stops,No info,146.212
Jet Airways,Delhi,Cochin,18/05/2019,19:15,23h 45m,1 stop,In-flight meal not included,136.103
IndiGo,Delhi,Cochin,21/05/2019,06:50,5h 20m,1 stop,No info,60.830
IndiGo,Delhi,Cochin,18/05/2019,08:30,12h 30m,1 stop,No info,77.891
Jet Airways,Delhi,Cochin,15/06/2019,09:00,27h 35m,1 stop,In-flight meal not included,112.882
Multiple carriers,Delhi,Cochin,27/05/2019,11:40,7h 35m,1 stop,No info,102.476
Jet Airways,Kolkata,Banglore,9/05/2019,06:30,11h 45m,1 stop,In-flight meal not included,119.284
IndiGo,Delhi,Cochin,1/05/2019,07:30,13h 30m,1 stop,No info,93.962
IndiGo,Banglore,Delhi,15/04/2019,16:55,3h,non-stop,No info,53.053
Air India,Delhi,Cochin,6/03/2019,04:00,27h 40m,1 stop,No info,142.340
Jet Airways,Kolkata,Banglore,6/06/2019,21:10,7h 30m,1 stop,No info,147.114
Multiple carriers,Delhi,Cochin,21/03/2019,11:30,9h 30m,1 stop,No info,143.682
Jet Airways,Delhi,Cochin,3/06/2019,05:30,13h 30m,2 stops,No info,143.154
Jet Airways,Banglore,Delhi,21/06/2019,18:55,3h 5m,non-stop,No info,93.951
Jet Airways,Kolkata,Banglore,24/03/2019,13:55,20h 10m,1 stop,In-flight meal not included,122.474
Jet Airways,Banglore,New Delhi,21/03/2019,08:55,10h 15m,1 stop,In-flight meal not included,86.152
Multiple carriers,Delhi,Cochin,9/05/2019,13:15,9h 15m,1 stop,No info,97.768
Jet Airways,Kolkata,Banglore,12/05/2019,18:55,14h 25m,1 stop,In-flight meal not included,106.293
Multiple carriers,Delhi,Cochin,6/03/2019,07:05,8h 25m,1 stop,No info,189.937
Jet Airways,Banglore,New Delhi,21/03/2019,20:35,14h 50m,1 stop,In-flight meal not included,86.152
Vistara,Banglore,New Delhi,18/03/2019,19:40,2h 40m,non-stop,No info,133.353
Multiple carriers,Delhi,Cochin,15/05/2019,17:00,8h 30m,1 stop,No info,88.803
SpiceJet,Banglore,Delhi,12/04/2019,09:30,2h 50m,non-stop,No info,54.901
GoAir,Banglore,Delhi,12/06/2019,20:55,2h 45m,non-stop,No info,37.609
Jet Airways,Delhi,Cochin,27/06/2019,19:45,23h 15m,1 stop,In-flight meal not included,112.882
Jet Airways,Delhi,Cochin,1/06/2019,19:45,16h 50m,1 stop,In-flight meal not included,112.882
Air Asia,Kolkata,Banglore,3/04/2019,22:50,2h 30m,non-stop,No info,41.877
IndiGo,Mumbai,Hyderabad,3/03/2019,12:00,1h 25m,non-stop,No info,63.305
Jet Airways,Delhi,Cochin,1/06/2019,21:50,6h 35m,1 stop,In-flight meal not included,112.882
Air India,Delhi,Cochin,21/05/2019,17:15,14h 25m,2 stops,No info,143.429
Jet Airways,Banglore,New Delhi,21/03/2019,08:55,12h 25m,1 stop,In-flight meal not included,86.152
IndiGo,Chennai,Kolkata,9/03/2019,07:55,2h 20m,non-stop,No info,69.267
Jet Airways,Mumbai,Hyderabad,24/06/2019,19:35,1h 30m,non-stop,In-flight meal not included,35.310
Multiple carriers,Delhi,Cochin,3/03/2019,10:20,10h 40m,1 stop,No info,166.617
IndiGo,Mumbai,Hyderabad,24/06/2019,09:10,1h 30m,non-stop,No info,44.539
Jet Airways,Delhi,Cochin,12/06/2019,09:25,27h 10m,2 stops,No info,152.702
Air India,Kolkata,Banglore,21/05/2019,09:25,12h 25m,1 stop,No info,92.026
Jet Airways,Banglore,New Delhi,15/03/2019,22:50,8h 50m,1 stop,In-flight meal not included,100.474
IndiGo,Banglore,Delhi,3/04/2019,08:30,2h 50m,non-stop,No info,53.053
Air India,Kolkata,Banglore,9/04/2019,14:35,24h,1 stop,No info,55.066
Air India,Delhi,Cochin,1/06/2019,12:30,20h 55m,1 stop,No info,82.280
Jet Airways,Kolkata,Banglore,6/06/2019,16:30,6h 5m,1 stop,In-flight meal not included,119.284
Jet Airways,Kolkata,Banglore,1/04/2019,20:00,12h 15m,1 stop,In-flight meal not included,77.704
IndiGo,Kolkata,Banglore,21/06/2019,14:25,2h 30m,non-stop,No info,57.464
Air Asia,Kolkata,Banglore,15/03/2019,10:20,2h 35m,non-stop,No info,48.224
Multiple carriers,Delhi,Cochin,1/06/2019,13:00,12h 30m,1 stop,No info,147.147
Multiple carriers,Delhi,Cochin,27/05/2019,06:40,12h 35m,1 stop,No info,97.207
Air India,Delhi,Cochin,3/03/2019,17:20,16h 5m,1 stop,No info,179.872
Air India,Delhi,Cochin,9/06/2019,22:00,21h 15m,2 stops,No info,114.851
IndiGo,Chennai,Kolkata,9/05/2019,13:15,2h 20m,non-stop,No info,39.567
Air Asia,Kolkata,Banglore,12/06/2019,19:55,2h 30m,non-stop,No info,41.877
Jet Airways,Kolkata,Banglore,6/05/2019,20:00,12h 15m,1 stop,In-flight meal not included,106.293
Jet Airways,Kolkata,Banglore,1/04/2019,20:00,23h 50m,1 stop,No info,139.491
Vistara,Banglore,Delhi,24/05/2019,11:30,2h 50m,non-stop,No info,51.348
Jet Airways,Delhi,Cochin,18/05/2019,13:25,23h 10m,2 stops,No info,166.419
Multiple carriers,Delhi,Cochin,3/03/2019,17:30,8h 5m,1 stop,No info,187.627
Air India,Delhi,Cochin,3/06/2019,21:00,10h 40m,1 stop,No info,92.092
SpiceJet,Kolkata,Banglore,1/03/2019,17:15,2h 30m,non-stop,No info,60.665
Jet Airways,Kolkata,Banglore,1/05/2019,10:20,7h 15m,1 stop,No info,91.905
IndiGo,Mumbai,Hyderabad,1/04/2019,02:35,1h 30m,non-stop,No info,30.294
Multiple carriers,Delhi,Cochin,15/06/2019,15:00,10h 30m,1 stop,No info,147.147
Jet Airways,Delhi,Cochin,9/05/2019,19:45,23h 15m,1 stop,No info,171.094
IndiGo,Kolkata,Banglore,18/05/2019,14:25,2h 30m,non-stop,No info,57.464
IndiGo,Delhi,Cochin,9/06/2019,16:00,5h,1 stop,No info,66.759
Jet Airways,Delhi,Cochin,9/05/2019,11:30,25h 5m,1 stop,In-flight meal not included,136.103
